"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410196","8.1.3.5","5876","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410197","8.1.3.6","6414","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410198","8.2.1.1","11.8","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410199","8.2.1.2","9.8","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410200","8.2.1.3","14.1","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410201","8.2.1.4","708","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410202","8.2.1.5","576","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410203","8.2.1.6","839","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410204","8.2.2.1","34.0","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410205","8.2.2.2","30.9","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410206","8.2.2.3","37.2","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410207","8.2.2.4","2043","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410208","8.2.2.5","1852","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410209","8.2.2.6","2234","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410210","8.2.3.1","54.2","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410211","8.2.3.2","50.9","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410212","8.2.3.3","57.5","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410213","8.2.3.4","3258","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410214","8.2.3.5","3059","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410215","8.2.3.6","3456","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410216","8.3.1.1","14.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410217","8.3.1.2","12.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410218","8.3.1.3","17.2","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410219","8.3.1.4","924","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410220","8.3.1.5","787","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410221","8.3.1.6","1060","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410222","8.3.2.1","38.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410223","8.3.2.2","35.9","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410224","8.3.2.3","41.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410225","8.3.2.4","2419","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410226","8.3.2.5","2233","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410227","8.3.2.6","2606","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410228","8.3.3.1","46.3","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410229","8.3.3.2","43.4","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410230","8.3.3.3","49.3","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410231","8.3.3.4","2887","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410232","8.3.3.5","2702","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410233","8.3.3.6","3073","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410234","9.1.1.1","11.9","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410235","9.1.1.2","10.1","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410236","9.1.1.3","13.9","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410237","9.1.1.4","648","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410238","9.1.1.5","545","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410239","9.1.1.6","751","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410240","9.1.2.1","33.8","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410241","9.1.2.2","31.0","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410242","9.1.2.3","36.7","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410243","9.1.2.4","1845","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410244","9.1.2.5","1689","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410245","9.1.2.6","2001","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410246","9.1.3.1","54.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410247","9.1.3.2","51.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410248","9.1.3.3","57.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410249","9.1.3.4","2962","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410250","9.1.3.5","2800","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410251","9.1.3.6","3125","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410252","9.2.1.1","11.3","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410253","9.2.1.2","8.9","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410254","9.2.1.3","14.3","","","","1"
