,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
7025,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,258.0
7026,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,29.4
7027,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,24.4
7028,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,35.0
7029,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,131.0
7030,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,107.0
7031,2021-10,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,155.0
7032,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,18.1
7033,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,14.4
7034,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,22.5
7035,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,81.0
7036,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,63.0
7037,2021-10,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,99.0
7038,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,52.0
7039,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,44.1
7040,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,59.8
7041,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,115.0
7042,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,98.0
7043,2021-10,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,133.0
7044,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Percent,27.9
7045,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Percent,20.7
7046,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Percent,36.6
7047,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Number,
7048,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Number,
7049,2021-10,Newfoundland and Labrador,Men,Good perceived mental health,Number,
7050,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,20.1
7051,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,14.5
7052,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,27.2
7053,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
7054,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
7055,2021-10,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
7056,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,53.0
7057,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,45.5
7058,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,60.4
7059,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,119.0
7060,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,102.0
7061,2021-10,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,136.0
7062,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Percent,30.9
7063,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Percent,24.3
7064,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Percent,38.3
7065,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Number,69.0
7066,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Number,53.0
7067,2021-10,Newfoundland and Labrador,Women,Good perceived mental health,Number,85.0
7068,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,16.1
7069,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,11.8
7070,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,21.7
7071,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
7072,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
7073,2021-10,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
7074,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,52.2
7075,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,46.9
7076,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,57.6
7077,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,70.0
7078,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,63.0
7079,2021-10,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,78.0
7080,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,29.7
7081,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,25.3
7082,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,34.6
7083,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,40.0
7084,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,34.0
7085,2021-10,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,46.0
7086,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,18.1
7087,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,14.2
7088,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,22.7
7089,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,24.0
7090,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,19.0
7091,2021-10,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,30.0
7092,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,59.5
7093,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,51.1
7094,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,67.3
7095,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,38.0
7096,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,32.0
7097,2021-10,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,44.0
7098,2021-10,Prince Edward Island,Men,Good perceived mental health,Percent,25.6
7099,2021-10,Prince Edward Island,Men,Good perceived mental health,Percent,19.5
7100,2021-10,Prince Edward Island,Men,Good perceived mental health,Percent,32.9
7101,2021-10,Prince Edward Island,Men,Good perceived mental health,Number,16.0
7102,2021-10,Prince Edward Island,Men,Good perceived mental health,Number,12.0
7103,2021-10,Prince Edward Island,Men,Good perceived mental health,Number,21.0
7104,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Percent,14.9
7105,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Percent,9.8
7106,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Percent,22.1
7107,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Number,
7108,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Number,
7109,2021-10,Prince Edward Island,Men,Fair or poor perceived mental health,Number,
7110,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Percent,45.7
7111,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Percent,39.1
7112,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Percent,52.4
7113,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Number,32.0
7114,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Number,28.0
7115,2021-10,Prince Edward Island,Women,Excellent or very good perceived mental health,Number,37.0
7116,2021-10,Prince Edward Island,Women,Good perceived mental health,Percent,33.4
7117,2021-10,Prince Edward Island,Women,Good perceived mental health,Percent,27.3
7118,2021-10,Prince Edward Island,Women,Good perceived mental health,Percent,40.2
7119,2021-10,Prince Edward Island,Women,Good perceived mental health,Number,24.0
7120,2021-10,Prince Edward Island,Women,Good perceived mental health,Number,19.0
7121,2021-10,Prince Edward Island,Women,Good perceived mental health,Number,28.0
7122,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Percent,20.9
7123,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Percent,15.6
7124,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Percent,27.4
7125,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Number,15.0
7126,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Number,10.0
7127,2021-10,Prince Edward Island,Women,Fair or poor perceived mental health,Number,19.0
7128,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Percent,37.6
7129,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Percent,33.0
7130,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Percent,42.4
7131,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Number,313.0
7132,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Number,275.0
7133,2021-10,Nova Scotia,"Total, all persons",Excellent or very good perceived mental health,Number,352.0
7134,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Percent,36.7
7135,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Percent,32.2
7136,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Percent,41.5
7137,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Number,306.0
7138,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Number,267.0
7139,2021-10,Nova Scotia,"Total, all persons",Good perceived mental health,Number,345.0
7140,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Percent,25.7
7141,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Percent,21.7
7142,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Percent,30.2
7143,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Number,214.0
7144,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Number,179.0
7145,2021-10,Nova Scotia,"Total, all persons",Fair or poor perceived mental health,Number,250.0
7146,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Percent,42.4
7147,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Percent,35.3
7148,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Percent,49.9
7149,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Number,174.0
7150,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Number,145.0
7151,2021-10,Nova Scotia,Men,Excellent or very good perceived mental health,Number,204.0
7152,2021-10,Nova Scotia,Men,Good perceived mental health,Percent,36.5
7153,2021-10,Nova Scotia,Men,Good perceived mental health,Percent,29.7
7154,2021-10,Nova Scotia,Men,Good perceived mental health,Percent,43.9
7155,2021-10,Nova Scotia,Men,Good perceived mental health,Number,150.0
7156,2021-10,Nova Scotia,Men,Good perceived mental health,Number,120.0
7157,2021-10,Nova Scotia,Men,Good perceived mental health,Number,180.0
7158,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Percent,21.1
7159,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Percent,15.5
7160,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Percent,28.0
7161,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Number,
7162,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Number,
7163,2021-10,Nova Scotia,Men,Fair or poor perceived mental health,Number,
7164,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Percent,32.9
7165,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Percent,27.4
7166,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Percent,38.8
7167,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Number,139.0
7168,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Number,115.0
7169,2021-10,Nova Scotia,Women,Excellent or very good perceived mental health,Number,163.0
7170,2021-10,Nova Scotia,Women,Good perceived mental health,Percent,36.9
7171,2021-10,Nova Scotia,Women,Good perceived mental health,Percent,31.0
7172,2021-10,Nova Scotia,Women,Good perceived mental health,Percent,43.1
7173,2021-10,Nova Scotia,Women,Good perceived mental health,Number,156.0
7174,2021-10,Nova Scotia,Women,Good perceived mental health,Number,130.0
7175,2021-10,Nova Scotia,Women,Good perceived mental health,Number,182.0
7176,2021-10,Nova Scotia,Women,Fair or poor perceived mental health,Percent,30.2
