Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Saskatchewan,Total population,Not in labour force 9,Females,2022,Persons,166.7
Saskatchewan,Total population,Population 5,Both sexes,2023,Persons,924.2
Saskatchewan,Total population,Population 5,Males,2023,Persons,465.3
Saskatchewan,Total population,Population 5,Females,2023,Persons,458.9
Saskatchewan,Total population,Labour force 6,Both sexes,2023,Persons,618.9
Saskatchewan,Total population,Labour force 6,Males,2023,Persons,332.5
Saskatchewan,Total population,Labour force 6,Females,2023,Persons,286.4
Saskatchewan,Total population,Employment 7,Both sexes,2023,Persons,588.4
Saskatchewan,Total population,Employment 7,Males,2023,Persons,315
Saskatchewan,Total population,Employment 7,Females,2023,Persons,273.4
Saskatchewan,Total population,Unemployment 8,Both sexes,2023,Persons,30.5
Saskatchewan,Total population,Unemployment 8,Males,2023,Persons,17.5
Saskatchewan,Total population,Unemployment 8,Females,2023,Persons,13
Saskatchewan,Total population,Not in labour force 9,Both sexes,2023,Persons,305.3
Saskatchewan,Total population,Not in labour force 9,Males,2023,Persons,132.8
Saskatchewan,Total population,Not in labour force 9,Females,2023,Persons,172.4
Saskatchewan,Total population,Population 5,Both sexes,2024,Persons,951.7
Saskatchewan,Total population,Population 5,Males,2024,Persons,480
Saskatchewan,Total population,Population 5,Females,2024,Persons,471.7
Saskatchewan,Total population,Labour force 6,Both sexes,2024,Persons,639.1
Saskatchewan,Total population,Labour force 6,Males,2024,Persons,344.5
Saskatchewan,Total population,Labour force 6,Females,2024,Persons,294.5
Saskatchewan,Total population,Employment 7,Both sexes,2024,Persons,603.1
Saskatchewan,Total population,Employment 7,Males,2024,Persons,324
Saskatchewan,Total population,Employment 7,Females,2024,Persons,279.2
Saskatchewan,Total population,Unemployment 8,Both sexes,2024,Persons,35.9
Saskatchewan,Total population,Unemployment 8,Males,2024,Persons,20.6
Saskatchewan,Total population,Unemployment 8,Females,2024,Persons,15.4
Saskatchewan,Total population,Not in labour force 9,Both sexes,2024,Persons,312.6
Saskatchewan,Total population,Not in labour force 9,Males,2024,Persons,135.5
Saskatchewan,Total population,Not in labour force 9,Females,2024,Persons,177.2
Saskatchewan,Total population,Unemployment rate 10,Both sexes,2020,Percentage,8.5
Saskatchewan,Total population,Unemployment rate 10,Males,2020,Percentage,8.9
Saskatchewan,Total population,Unemployment rate 10,Females,2020,Percentage,8
Saskatchewan,Total population,Participation rate 11,Both sexes,2020,Percentage,67
Saskatchewan,Total population,Participation rate 11,Males,2020,Percentage,72.3
Saskatchewan,Total population,Participation rate 11,Females,2020,Percentage,61.6
Saskatchewan,Total population,Employment rate 12,Both sexes,2020,Percentage,61.3
Saskatchewan,Total population,Employment rate 12,Males,2020,Percentage,65.9
Saskatchewan,Total population,Employment rate 12,Females,2020,Percentage,56.6
Saskatchewan,Total population,Unemployment rate 10,Both sexes,2021,Percentage,6.7
Saskatchewan,Total population,Unemployment rate 10,Males,2021,Percentage,7.4
Saskatchewan,Total population,Unemployment rate 10,Females,2021,Percentage,5.9
Saskatchewan,Total population,Participation rate 11,Both sexes,2021,Percentage,67.3
Saskatchewan,Total population,Participation rate 11,Males,2021,Percentage,72.6
Saskatchewan,Total population,Participation rate 11,Females,2021,Percentage,61.9
Saskatchewan,Total population,Employment rate 12,Both sexes,2021,Percentage,62.7
Saskatchewan,Total population,Employment rate 12,Males,2021,Percentage,67.2
Saskatchewan,Total population,Employment rate 12,Females,2021,Percentage,58.2
Saskatchewan,Total population,Unemployment rate 10,Both sexes,2022,Percentage,4.9
Saskatchewan,Total population,Unemployment rate 10,Males,2022,Percentage,5.7
Saskatchewan,Total population,Unemployment rate 10,Females,2022,Percentage,4
Saskatchewan,Total population,Participation rate 11,Both sexes,2022,Percentage,67.3
Saskatchewan,Total population,Participation rate 11,Males,2022,Percentage,71.8
Saskatchewan,Total population,Participation rate 11,Females,2022,Percentage,62.8
Saskatchewan,Total population,Employment rate 12,Both sexes,2022,Percentage,64
Saskatchewan,Total population,Employment rate 12,Males,2022,Percentage,67.8
Saskatchewan,Total population,Employment rate 12,Females,2022,Percentage,60.3
Saskatchewan,Total population,Unemployment rate 10,Both sexes,2023,Percentage,4.9
Saskatchewan,Total population,Unemployment rate 10,Males,2023,Percentage,5.3
Saskatchewan,Total population,Unemployment rate 10,Females,2023,Percentage,4.5
Saskatchewan,Total population,Participation rate 11,Both sexes,2023,Percentage,67
Saskatchewan,Total population,Participation rate 11,Males,2023,Percentage,71.4
Saskatchewan,Total population,Participation rate 11,Females,2023,Percentage,62.4
Saskatchewan,Total population,Employment rate 12,Both sexes,2023,Percentage,63.7
Saskatchewan,Total population,Employment rate 12,Males,2023,Percentage,67.7
Saskatchewan,Total population,Employment rate 12,Females,2023,Percentage,59.6
Saskatchewan,Total population,Unemployment rate 10,Both sexes,2024,Percentage,5.6
Saskatchewan,Total population,Unemployment rate 10,Males,2024,Percentage,6
Saskatchewan,Total population,Unemployment rate 10,Females,2024,Percentage,5.2
Saskatchewan,Total population,Participation rate 11,Both sexes,2024,Percentage,67.1
Saskatchewan,Total population,Participation rate 11,Males,2024,Percentage,71.8
Saskatchewan,Total population,Participation rate 11,Females,2024,Percentage,62.4
Saskatchewan,Total population,Employment rate 12,Both sexes,2024,Percentage,63.4
Saskatchewan,Total population,Employment rate 12,Males,2024,Percentage,67.5
Saskatchewan,Total population,Employment rate 12,Females,2024,Percentage,59.2
Saskatchewan,Indigenous population,Population 5,Both sexes,2020,Persons,99
Saskatchewan,Indigenous population,Population 5,Males,2020,Persons,47.1
Saskatchewan,Indigenous population,Population 5,Females,2020,Persons,51.9
Saskatchewan,Indigenous population,Labour force 6,Both sexes,2020,Persons,61.1
Saskatchewan,Indigenous population,Labour force 6,Males,2020,Persons,30.8
Saskatchewan,Indigenous population,Labour force 6,Females,2020,Persons,30.3
Saskatchewan,Indigenous population,Employment 7,Both sexes,2020,Persons,52.2
Saskatchewan,Indigenous population,Employment 7,Males,2020,Persons,26.3
Saskatchewan,Indigenous population,Employment 7,Females,2020,Persons,25.9
Saskatchewan,Indigenous population,Unemployment 8,Both sexes,2020,Persons,8.9
Saskatchewan,Indigenous population,Unemployment 8,Males,2020,Persons,4.6
Saskatchewan,Indigenous population,Unemployment 8,Females,2020,Persons,4.4
Saskatchewan,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,37.9
Saskatchewan,Indigenous population,Not in labour force 9,Males,2020,Persons,16.2
Saskatchewan,Indigenous population,Not in labour force 9,Females,2020,Persons,21.6
Saskatchewan,Indigenous population,Population 5,Both sexes,2021,Persons,103.2
Saskatchewan,Indigenous population,Population 5,Males,2021,Persons,49.3
Saskatchewan,Indigenous population,Population 5,Females,2021,Persons,53.9
Saskatchewan,Indigenous population,Labour force 6,Both sexes,2021,Persons,67
Saskatchewan,Indigenous population,Labour force 6,Males,2021,Persons,34.1
Saskatchewan,Indigenous population,Labour force 6,Females,2021,Persons,32.9
Saskatchewan,Indigenous population,Employment 7,Both sexes,2021,Persons,58.8
Saskatchewan,Indigenous population,Employment 7,Males,2021,Persons,29.6
Saskatchewan,Indigenous population,Employment 7,Females,2021,Persons,29.2
Saskatchewan,Indigenous population,Unemployment 8,Both sexes,2021,Persons,8.2
Saskatchewan,Indigenous population,Unemployment 8,Males,2021,Persons,4.6
Saskatchewan,Indigenous population,Unemployment 8,Females,2021,Persons,3.7
Saskatchewan,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,36.2
Saskatchewan,Indigenous population,Not in labour force 9,Males,2021,Persons,15.2
Saskatchewan,Indigenous population,Not in labour force 9,Females,2021,Persons,21
Saskatchewan,Indigenous population,Population 5,Both sexes,2022,Persons,108.4
Saskatchewan,Indigenous population,Population 5,Males,2022,Persons,52.4
Saskatchewan,Indigenous population,Population 5,Females,2022,Persons,56
Saskatchewan,Indigenous population,Labour force 6,Both sexes,2022,Persons,70.7
Saskatchewan,Indigenous population,Labour force 6,Males,2022,Persons,35.7
Saskatchewan,Indigenous population,Labour force 6,Females,2022,Persons,35
Saskatchewan,Indigenous population,Employment 7,Both sexes,2022,Persons,63.9
Saskatchewan,Indigenous population,Employment 7,Males,2022,Persons,31.7
Saskatchewan,Indigenous population,Employment 7,Females,2022,Persons,32.2
Saskatchewan,Indigenous population,Unemployment 8,Both sexes,2022,Persons,6.8
Saskatchewan,Indigenous population,Unemployment 8,Males,2022,Persons,4
Saskatchewan,Indigenous population,Unemployment 8,Females,2022,Persons,2.9
Saskatchewan,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,37.7
Saskatchewan,Indigenous population,Not in labour force 9,Males,2022,Persons,16.7
Saskatchewan,Indigenous population,Not in labour force 9,Females,2022,Persons,20.9
Saskatchewan,Indigenous population,Population 5,Both sexes,2023,Persons,111.5
Saskatchewan,Indigenous population,Population 5,Males,2023,Persons,54.3
Saskatchewan,Indigenous population,Population 5,Females,2023,Persons,57.2
Saskatchewan,Indigenous population,Labour force 6,Both sexes,2023,Persons,70.2
Saskatchewan,Indigenous population,Labour force 6,Males,2023,Persons,36
Saskatchewan,Indigenous population,Labour force 6,Females,2023,Persons,34.2
Saskatchewan,Indigenous population,Employment 7,Both sexes,2023,Persons,63.6
Saskatchewan,Indigenous population,Employment 7,Males,2023,Persons,32.4
Saskatchewan,Indigenous population,Employment 7,Females,2023,Persons,31.2
Saskatchewan,Indigenous population,Unemployment 8,Both sexes,2023,Persons,6.6
Saskatchewan,Indigenous population,Unemployment 8,Males,2023,Persons,3.6
Saskatchewan,Indigenous population,Unemployment 8,Females,2023,Persons,2.9
Saskatchewan,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,41.4
Saskatchewan,Indigenous population,Not in labour force 9,Males,2023,Persons,18.3
Saskatchewan,Indigenous population,Not in labour force 9,Females,2023,Persons,23.1
Saskatchewan,Indigenous population,Population 5,Both sexes,2024,Persons,114
Saskatchewan,Indigenous population,Population 5,Males,2024,Persons,55.5
Saskatchewan,Indigenous population,Population 5,Females,2024,Persons,58.5
Saskatchewan,Indigenous population,Labour force 6,Both sexes,2024,Persons,72.7
Saskatchewan,Indigenous population,Labour force 6,Males,2024,Persons,37.5
Saskatchewan,Indigenous population,Labour force 6,Females,2024,Persons,35.3
Saskatchewan,Indigenous population,Employment 7,Both sexes,2024,Persons,64.8
Saskatchewan,Indigenous population,Employment 7,Males,2024,Persons,32.4
Saskatchewan,Indigenous population,Employment 7,Females,2024,Persons,32.4
Saskatchewan,Indigenous population,Unemployment 8,Both sexes,2024,Persons,7.9
Saskatchewan,Indigenous population,Unemployment 8,Males,2024,Persons,5
Saskatchewan,Indigenous population,Unemployment 8,Females,2024,Persons,2.9
Saskatchewan,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,41.3
Saskatchewan,Indigenous population,Not in labour force 9,Males,2024,Persons,18.1
Saskatchewan,Indigenous population,Not in labour force 9,Females,2024,Persons,23.2
Saskatchewan,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,14.6
Saskatchewan,Indigenous population,Unemployment rate 10,Males,2020,Percentage,14.8
Saskatchewan,Indigenous population,Unemployment rate 10,Females,2020,Percentage,14.5
Saskatchewan,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,61.7
Saskatchewan,Indigenous population,Participation rate 11,Males,2020,Percentage,65.5
Saskatchewan,Indigenous population,Participation rate 11,Females,2020,Percentage,58.3
Saskatchewan,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,52.7
Saskatchewan,Indigenous population,Employment rate 12,Males,2020,Percentage,55.8
Saskatchewan,Indigenous population,Employment rate 12,Females,2020,Percentage,49.9
Saskatchewan,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,12.3
Saskatchewan,Indigenous population,Unemployment rate 10,Males,2021,Percentage,13.4
Saskatchewan,Indigenous population,Unemployment rate 10,Females,2021,Percentage,11.1
Saskatchewan,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,64.9
Saskatchewan,Indigenous population,Participation rate 11,Males,2021,Percentage,69.2
Saskatchewan,Indigenous population,Participation rate 11,Females,2021,Percentage,61
Saskatchewan,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,56.9
Saskatchewan,Indigenous population,Employment rate 12,Males,2021,Percentage,59.9
Saskatchewan,Indigenous population,Employment rate 12,Females,2021,Percentage,54.2
Saskatchewan,Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,9.6
Saskatchewan,Indigenous population,Unemployment rate 10,Males,2022,Percentage,11.1
Saskatchewan,Indigenous population,Unemployment rate 10,Females,2022,Percentage,8.2
Saskatchewan,Indigenous population,Participation rate 11,Both sexes,2022,Percentage,65.2
Saskatchewan,Indigenous population,Participation rate 11,Males,2022,Percentage,68.1
Saskatchewan,Indigenous population,Participation rate 11,Females,2022,Percentage,62.6
Saskatchewan,Indigenous population,Employment rate 12,Both sexes,2022,Percentage,58.9
Saskatchewan,Indigenous population,Employment rate 12,Males,2022,Percentage,60.5
Saskatchewan,Indigenous population,Employment rate 12,Females,2022,Percentage,57.5
Saskatchewan,Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,9.4
Saskatchewan,Indigenous population,Unemployment rate 10,Males,2023,Percentage,10
Saskatchewan,Indigenous population,Unemployment rate 10,Females,2023,Percentage,8.6
Saskatchewan,Indigenous population,Participation rate 11,Both sexes,2023,Percentage,62.9
Saskatchewan,Indigenous population,Participation rate 11,Males,2023,Percentage,66.3
Saskatchewan,Indigenous population,Participation rate 11,Females,2023,Percentage,59.7
Saskatchewan,Indigenous population,Employment rate 12,Both sexes,2023,Percentage,57
Saskatchewan,Indigenous population,Employment rate 12,Males,2023,Percentage,59.7
Saskatchewan,Indigenous population,Employment rate 12,Females,2023,Percentage,54.5
Saskatchewan,Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,10.9
Saskatchewan,Indigenous population,Unemployment rate 10,Males,2024,Percentage,13.5
Saskatchewan,Indigenous population,Unemployment rate 10,Females,2024,Percentage,8.1
Saskatchewan,Indigenous population,Participation rate 11,Both sexes,2024,Percentage,63.8
